"Row Numbers","Status","Message","Exception"
2432,"Success","Successfully Imported CPVC UNION 40MM SUPREME",""
2434,"Success","Successfully Imported CPVC UNION 40MM ASTRAL",""
2436,"Success","Successfully Imported CPVC UNION 40MM ASHIRVAD",""
2438,"Success","Successfully Imported CPVC UNION 40MM RAKSHA",""
2440,"Success","Successfully Imported CPVC UNION 32MM DUTRON",""
2442,"Success","Successfully Imported CPVC UNION 32MM SUPREME",""
2444,"Success","Successfully Imported CPVC UNION 32MM ASTRAL",""
2446,"Success","Successfully Imported CPVC UNION 32MM ASHIRVAD",""
2448,"Success","Successfully Imported CPVC UNION 32MM RAKSHA",""
2450,"Success","Successfully Imported CPVC UNION 25MM DUTRON",""
2452,"Success","Successfully Imported CPVC UNION 25MM SUPREME",""
2454,"Success","Successfully Imported CPVC UNION 25MM ASTRAL",""
2456,"Success","Successfully Imported CPVC UNION 25MM ASHIRVAD",""
2458,"Success","Successfully Imported CPVC UNION 25MM RAKSHA",""
2460,"Success","Successfully Imported CPVC UNION 20MM DUTRON",""
2462,"Success","Successfully Imported CPVC UNION 20MM SUPREME",""
2464,"Success","Successfully Imported CPVC UNION 20MM ASTRAL",""
2466,"Success","Successfully Imported CPVC UNION 20MM ASHIRVAD",""
2468,"Success","Successfully Imported CPVC UNION 20MM RAKSHA",""
2470,"Success","Successfully Imported CPVC UNION 15MM DUTRON",""
2472,"Success","Successfully Imported CPVC UNION 15MM SUPREME",""
2474,"Success","Successfully Imported CPVC UNION 15MM ASTRAL",""
2476,"Success","Successfully Imported CPVC UNION 15MM ASHIRVAD",""
2478,"Success","Successfully Imported CPVC UNION 15MM RAKSHA",""
2480,"Success","Successfully Imported CPVC REDUCER BUSH 65X50MM DUTRON",""
2482,"Success","Successfully Imported CPVC REDUCER BUSH 65X50MM SUPREME",""
2484,"Success","Successfully Imported CPVC REDUCER BUSH 65X50MM ASTRAL",""
2486,"Success","Successfully Imported CPVC REDUCER BUSH 65X50MM ASHIRVAD",""
2488,"Success","Successfully Imported CPVC REDUCER BUSH 65X50MM RAKSHA",""
2490,"Success","Successfully Imported CPVC REDUCER BUSH 50X40MM DUTRON",""
2492,"Success","Successfully Imported CPVC REDUCER BUSH 50X40MM SUPREME",""
2494,"Success","Successfully Imported CPVC REDUCER BUSH 50X40MM ASTRAL",""
2496,"Success","Successfully Imported CPVC REDUCER BUSH 50X40MM ASHIRVAD",""
2498,"Success","Successfully Imported CPVC REDUCER BUSH 50X40MM RAKSHA",""
2500,"Success","Successfully Imported CPVC REDUCER BUSH 50X32MM DUTRON",""
2502,"Success","Successfully Imported CPVC REDUCER BUSH 50X32MM SUPREME",""
2504,"Success","Successfully Imported CPVC REDUCER BUSH 50X32MM ASTRAL",""
2506,"Success","Successfully Imported CPVC REDUCER BUSH 50X32MM ASHIRVAD",""
2508,"Success","Successfully Imported CPVC REDUCER BUSH 50X32MM RAKSHA",""
2510,"Success","Successfully Imported CPVC REDUCER BUSH 50X25MM DUTRON",""
2512,"Success","Successfully Imported CPVC REDUCER BUSH 50X25MM SUPREME",""
2514,"Success","Successfully Imported CPVC REDUCER BUSH 50X25MM ASTRAL",""
2516,"Success","Successfully Imported CPVC REDUCER BUSH 50X25MM ASHIRVAD",""
2518,"Success","Successfully Imported CPVC REDUCER BUSH 50X25MM RAKSHA",""
2520,"Success","Successfully Imported CPVC REDUCER BUSH 50X20MM DUTRON",""
2522,"Success","Successfully Imported CPVC REDUCER BUSH 50X20MM SUPREME",""
2524,"Success","Successfully Imported CPVC REDUCER BUSH 50X20MM ASTRAL",""
2526,"Success","Successfully Imported CPVC REDUCER BUSH 50X20MM ASHIRVAD",""
2528,"Success","Successfully Imported CPVC REDUCER BUSH 50X20MM RAKSHA",""
2530,"Success","Successfully Imported CPVC REDUCER BUSH 50X15MM DUTRON",""
2532,"Success","Successfully Imported CPVC REDUCER BUSH 50X15MM SUPREME",""
2534,"Success","Successfully Imported CPVC REDUCER BUSH 50X15MM ASTRAL",""
2536,"Success","Successfully Imported CPVC REDUCER BUSH 50X15MM ASHIRVAD",""
2538,"Success","Successfully Imported CPVC REDUCER BUSH 50X15MM RAKSHA",""
2540,"Success","Successfully Imported CPVC REDUCER BUSH 40X32MM DUTRON",""
2542,"Success","Successfully Imported CPVC REDUCER BUSH 40X32MM SUPREME",""
2544,"Success","Successfully Imported CPVC REDUCER BUSH 40X32MM ASTRAL",""
2546,"Success","Successfully Imported CPVC REDUCER BUSH 40X32MM ASHIRVAD",""
2548,"Success","Successfully Imported CPVC REDUCER BUSH 40X32MM RAKSHA",""
2550,"Success","Successfully Imported CPVC REDUCER BUSH 40X25MM DUTRON",""
2552,"Success","Successfully Imported CPVC REDUCER BUSH 40X25MM SUPREME",""
2554,"Success","Successfully Imported CPVC REDUCER BUSH 40X25MM ASTRAL",""
2556,"Success","Successfully Imported CPVC REDUCER BUSH 40X25MM ASHIRVAD",""
2558,"Success","Successfully Imported CPVC REDUCER BUSH 40X25MM RAKSHA",""
2560,"Success","Successfully Imported CPVC REDUCER BUSH 40X20MM DUTRON",""
2562,"Success","Successfully Imported CPVC REDUCER BUSH 40X20MM SUPREME",""
2564,"Success","Successfully Imported CPVC REDUCER BUSH 40X20MM ASTRAL",""
2566,"Success","Successfully Imported CPVC REDUCER BUSH 40X20MM ASHIRVAD",""
2568,"Success","Successfully Imported CPVC REDUCER BUSH 40X20MM RAKSHA",""
2570,"Success","Successfully Imported CPVC REDUCER BUSH 40X15MM DUTRON",""
2572,"Success","Successfully Imported CPVC REDUCER BUSH 40X15MM SUPREME",""
2574,"Success","Successfully Imported CPVC REDUCER BUSH 40X15MM ASTRAL",""
2576,"Success","Successfully Imported CPVC REDUCER BUSH 40X15MM ASHIRVAD",""
2578,"Success","Successfully Imported CPVC REDUCER BUSH 40X15MM RAKSHA",""
2580,"Success","Successfully Imported CPVC REDUCER BUSH 32X25MM DUTRON",""
2582,"Success","Successfully Imported CPVC REDUCER BUSH 32X25MM SUPREME",""
2584,"Success","Successfully Imported CPVC REDUCER BUSH 32X25MM ASTRAL",""
2586,"Success","Successfully Imported CPVC REDUCER BUSH 32X25MM ASHIRVAD",""
2588,"Success","Successfully Imported CPVC REDUCER BUSH 32X25MM RAKSHA",""
2590,"Success","Successfully Imported CPVC REDUCER BUSH 32X20MM DUTRON",""
2592,"Success","Successfully Imported CPVC REDUCER BUSH 32X20MM SUPREME",""
2594,"Success","Successfully Imported CPVC REDUCER BUSH 32X20MM ASTRAL",""
2596,"Success","Successfully Imported CPVC REDUCER BUSH 32X20MM ASHIRVAD",""
2598,"Success","Successfully Imported CPVC REDUCER BUSH 32X20MM RAKSHA",""
2600,"Success","Successfully Imported CPVC REDUCER BUSH 32X15MM DUTRON",""
2602,"Success","Successfully Imported CPVC REDUCER BUSH 32X15MM SUPREME",""
2604,"Success","Successfully Imported CPVC REDUCER BUSH 32X15MM ASTRAL",""
2606,"Success","Successfully Imported CPVC REDUCER BUSH 32X15MM ASHIRVAD",""
2608,"Success","Successfully Imported CPVC REDUCER BUSH 32X15MM RAKSHA",""
2610,"Success","Successfully Imported CPVC REDUCER BUSH 25X20MM DUTRON",""
2612,"Success","Successfully Imported CPVC REDUCER BUSH 25X20MM SUPREME",""
2614,"Success","Successfully Imported CPVC REDUCER BUSH 25X20MM ASTRAL",""
2616,"Success","Successfully Imported CPVC REDUCER BUSH 25X20MM ASHIRVAD",""
2618,"Success","Successfully Imported CPVC REDUCER BUSH 25X20MM RAKSHA",""
2620,"Success","Successfully Imported CPVC REDUCER BUSH 25X15MM DUTRON",""
2622,"Success","Successfully Imported CPVC REDUCER BUSH 25X15MM SUPREME",""
2624,"Success","Successfully Imported CPVC REDUCER BUSH 25X15MM ASTRAL",""
2626,"Success","Successfully Imported CPVC REDUCER BUSH 25X15MM ASHIRVAD",""
2628,"Success","Successfully Imported CPVC REDUCER BUSH 25X15MM RAKSHA",""
2630,"Success","Successfully Imported CPVC REDUCER BUSH 20X15MM DUTRON",""
2632,"Success","Successfully Imported CPVC REDUCER BUSH 20X15MM SUPREME",""
2634,"Success","Successfully Imported CPVC REDUCER BUSH 20X15MM ASTRAL",""
2636,"Success","Successfully Imported CPVC REDUCER BUSH 20X15MM ASHIRVAD",""
2638,"Success","Successfully Imported CPVC REDUCER BUSH 20X15MM RAKSHA",""
2640,"Success","Successfully Imported CPVC REDUCING TEE 50X40MM DUTRON",""
2642,"Success","Successfully Imported CPVC REDUCING TEE 50X40MM SUPREME",""
2644,"Success","Successfully Imported CPVC REDUCING TEE 50X40MM ASTRAL",""
2646,"Success","Successfully Imported CPVC REDUCING TEE 50X40MM ASHIRVAD",""
2648,"Success","Successfully Imported CPVC REDUCING TEE 50X40MM RAKSHA",""
2650,"Success","Successfully Imported CPVC REDUCING TEE 50X32MM DUTRON",""
2652,"Success","Successfully Imported CPVC REDUCING TEE 50X32MM SUPREME",""
2654,"Success","Successfully Imported CPVC REDUCING TEE 50X32MM ASTRAL",""
2656,"Success","Successfully Imported CPVC REDUCING TEE 50X32MM ASHIRVAD",""
2658,"Success","Successfully Imported CPVC REDUCING TEE 50X32MM RAKSHA",""
2660,"Success","Successfully Imported CPVC REDUCING TEE 50X25MM DUTRON",""
2662,"Success","Successfully Imported CPVC REDUCING TEE 50X25MM SUPREME",""
2664,"Success","Successfully Imported CPVC REDUCING TEE 50X25MM ASTRAL",""
2666,"Success","Successfully Imported CPVC REDUCING TEE 50X25MM ASHIRVAD",""
2668,"Success","Successfully Imported CPVC REDUCING TEE 50X25MM RAKSHA",""
2670,"Success","Successfully Imported CPVC REDUCING TEE 40X20MM DUTRON",""
2672,"Success","Successfully Imported CPVC REDUCING TEE 40X20MM SUPREME",""
2674,"Success","Successfully Imported CPVC REDUCING TEE 40X20MM ASTRAL",""
2676,"Success","Successfully Imported CPVC REDUCING TEE 40X20MM ASHIRVAD",""
2678,"Success","Successfully Imported CPVC REDUCING TEE 40X20MM RAKSHA",""
2680,"Success","Successfully Imported CPVC REDUCING TEE 40X15MM DUTRON",""
2682,"Success","Successfully Imported CPVC REDUCING TEE 40X15MM SUPREME",""
2684,"Success","Successfully Imported CPVC REDUCING TEE 40X15MM ASTRAL",""
2686,"Success","Successfully Imported CPVC REDUCING TEE 40X15MM ASHIRVAD",""
2688,"Success","Successfully Imported CPVC REDUCING TEE 40X15MM RAKSHA",""
2690,"Success","Successfully Imported CPVC REDUCING TEE 32X25MM DUTRON",""
2692,"Success","Successfully Imported CPVC REDUCING TEE 32X25MM SUPREME",""
2694,"Success","Successfully Imported CPVC REDUCING TEE 32X25MM ASTRAL",""
2696,"Success","Successfully Imported CPVC REDUCING TEE 32X25MM ASHIRVAD",""
2698,"Success","Successfully Imported CPVC REDUCING TEE 32X25MM RAKSHA",""
2700,"Success","Successfully Imported CPVC REDUCING TEE 32X20MM DUTRON",""
2702,"Success","Successfully Imported CPVC REDUCING TEE 32X20MM SUPREME",""
2704,"Success","Successfully Imported CPVC REDUCING TEE 32X20MM ASTRAL",""
2706,"Success","Successfully Imported CPVC REDUCING TEE 32X20MM ASHIRVAD",""
2708,"Success","Successfully Imported CPVC REDUCING TEE 32X20MM RAKSHA",""
2710,"Success","Successfully Imported CPVC REDUCING TEE 32X15MM DUTRON",""
2712,"Success","Successfully Imported CPVC REDUCING TEE 32X15MM SUPREME",""
2714,"Success","Successfully Imported CPVC REDUCING TEE 32X15MM ASTRAL",""
2716,"Success","Successfully Imported CPVC REDUCING TEE 32X15MM ASHIRVAD",""
2718,"Success","Successfully Imported CPVC REDUCING TEE 32X15MM RAKSHA",""
2720,"Success","Successfully Imported CPVC REDUCING TEE 25X20MM DUTRON",""
2722,"Success","Successfully Imported CPVC REDUCING TEE 25X20MM SUPREME",""
2724,"Success","Successfully Imported CPVC REDUCING TEE 25X20MM ASTRAL",""
2726,"Success","Successfully Imported CPVC REDUCING TEE 25X20MM ASHIRVAD",""
2728,"Success","Successfully Imported CPVC REDUCING TEE 25X20MM RAKSHA",""
2730,"Success","Successfully Imported CPVC REDUCING TEE 25X15MM DUTRON",""
2732,"Success","Successfully Imported CPVC REDUCING TEE 25X15MM SUPREME",""
2734,"Success","Successfully Imported CPVC REDUCING TEE 25X15MM ASTRAL",""
2736,"Success","Successfully Imported CPVC REDUCING TEE 25X15MM ASHIRVAD",""
2738,"Success","Successfully Imported CPVC REDUCING TEE 25X15MM RAKSHA",""
2740,"Success","Successfully Imported CPVC REDUCING TEE 20X15MM DUTRON",""
2742,"Success","Successfully Imported CPVC REDUCING TEE 20X15MM SUPREME",""
2744,"Success","Successfully Imported CPVC REDUCING TEE 20X15MM ASTRAL",""
2746,"Success","Successfully Imported CPVC REDUCING TEE 20X15MM ASHIRVAD",""
2748,"Success","Successfully Imported CPVC REDUCING TEE 20X15MM RAKSHA",""
2750,"Success","Successfully Imported CPVC REDUCER ELBOW 25X20MM DUTRON",""
2751,"Success","Successfully Imported CPVC REDUCER ELBOW 25X20MM SUPREME",""
2752,"Success","Successfully Imported CPVC REDUCER ELBOW 25X20MM ASTRAL",""
2753,"Success","Successfully Imported CPVC REDUCER ELBOW 25X20MM ASHIRVAD",""
2754,"Success","Successfully Imported CPVC REDUCER ELBOW 25X20MM RAKSHA",""
2755,"Success","Successfully Imported CPVC BRASS REDUCER TEE 25X20MM DUTRON",""
2757,"Success","Successfully Imported CPVC BRASS REDUCER TEE 25X20MM SUPREME",""
2759,"Success","Successfully Imported CPVC BRASS REDUCER TEE 25X20MM ASTRAL",""
2761,"Success","Successfully Imported CPVC BRASS REDUCER TEE 25X20MM ASHIRVAD",""
2763,"Success","Successfully Imported CPVC BRASS REDUCER TEE 25X20MM RAKSHA",""
2765,"Success","Successfully Imported CPVC BRASS REDUCER TEE 25X15MM DUTRON",""
2767,"Success","Successfully Imported CPVC BRASS REDUCER TEE 25X15MM SUPREME",""
2769,"Success","Successfully Imported CPVC BRASS REDUCER TEE 25X15MM ASTRAL",""
2771,"Success","Successfully Imported CPVC BRASS REDUCER TEE 25X15MM ASHIRVAD",""
2773,"Success","Successfully Imported CPVC BRASS REDUCER TEE 25X15MM RAKSHA",""
2775,"Success","Successfully Imported CPVC BRASS REDUCER TEE 20X15MM DUTRON",""
2777,"Success","Successfully Imported CPVC BRASS REDUCER TEE 20X15MM SUPREME",""
2779,"Success","Successfully Imported CPVC BRASS REDUCER TEE 20X15MM ASTRAL",""
2781,"Success","Successfully Imported CPVC BRASS REDUCER TEE 20X15MM ASHIRVAD",""
2783,"Success","Successfully Imported CPVC BRASS REDUCER TEE 20X15MM RAKSHA",""
2785,"Success","Successfully Imported CPVC BRASS REDUCER ELBOW 25X20MM DUTRON",""
2787,"Success","Successfully Imported CPVC BRASS REDUCER ELBOW 25X20MM SUPREME",""
2789,"Success","Successfully Imported CPVC BRASS REDUCER ELBOW 25X20MM ASTRAL",""
