Attribute Name,Numeric Values,Attribute Value (Item Attribute Values),Abbreviation (Item Attribute Values)
Amperage,0,10 AMP (EGRAND),10 AMP (EGRAND)
Amperage,0,10 AMP (MP L&T),10 AMP (MP L&T)
Amperage,0,100 AMP,100 AMP
Amperage,0,100 AMP (EGRAND),100 AMP (EGRAND)
Amperage,0,100 AMP (MP L&T),100 AMP (MP L&T)
Amperage,0,150 AMP (EGRAND),150 AMP (EGRAND)
Amperage,0,150 AMP (MP L&T),150 AMP (MP L&T)
Amperage,0,16 AMP,16 AMP
Amperage,0,16 AMP ( IP 44),16 AMP ( IP 44)
Amperage,0,16 AMP ( IP 67),16 AMP ( IP 67)
Amperage,0,16 AMP (ANCHOR),16 AMP (ANCHOR)
Amperage,0,16 AMP (EGRAND),16 AMP (EGRAND)
Amperage,0,16 AMP (LE L&T),16 AMP (LE L&T)
Amperage,0,16 AMP (MP L&T),16 AMP (MP L&T)
Amperage,0,20 AMP (ANCHOR),20 AMP (ANCHOR)
Amperage,0,20 AMP (EGRAND),20 AMP (EGRAND)
Amperage,0,20 AMP (LE L&T),20 AMP (LE L&T)
Amperage,0,20 AMP (MP L&T),20 AMP (MP L&T)
Amperage,0,200 AMP,200 AMP
Amperage,0,200 AMP (EGRAND),200 AMP (EGRAND)
Amperage,0,200 AMP (MP L&T),200 AMP (MP L&T)
Amperage,0,32 AMP,32 AMP
Amperage,0,32 AMP ( IP 44),32 AMP ( IP 44)
Amperage,0,32 AMP ( IP 67),32 AMP ( IP 67)
Amperage,0,32 AMP (EGRAND),32 AMP (EGRAND)
Amperage,0,32 AMP (LE L&T),32 AMP (LE L&T)
Amperage,0,32 AMP (MP L&T),32 AMP (MP L&T)
Amperage,0,40 AMP (EGRAND),40 AMP (EGRAND)
Amperage,0,40 AMP (MP L&T),40 AMP (MP L&T)
Amperage,0,6 AMP (ANCHOR),6 AMP (ANCHOR)
Amperage,0,6 AMP (EGRAND),6 AMP (EGRAND)
Amperage,0,6 AMP (MP L&T),6 AMP (MP L&T)
Amperage,0,6 AMP (X2 PIN),6 AMP (X2 PIN)
Amperage,0,6 AMP (X3 PIN),6 AMP (X3 PIN)
Amperage,0,60 AMP (EGRAND),60 AMP (EGRAND)
Amperage,0,60 AMP (MP L&T),60 AMP (MP L&T)
Amperage,0,63 AMP,63 AMP
Amperage,0,64 AMP (EGRAND),64 AMP (EGRAND)
Amperage,0,64 AMP (LE L&T),64 AMP (LE L&T)
Amperage,0,80 AMP (EGRAND),80 AMP (EGRAND)
Amperage,0,80 AMP (MP L&T),80 AMP (MP L&T)
Brand,0,ASHIRVAD,ASHIRVAD
Brand,0,ASIAN ( ASIAN),ASIAN ( ASIAN)
Brand,0,ASIAN ( BIRLA),ASIAN ( BIRLA)
Brand,0,ASTRAL,ASTRAL
Brand,0,BERGER,BERGER
Brand,0,CERA,CERA
Brand,0,CERA (K CERA),CERA (K CERA)
Brand,0,CERA (L CERA),CERA (L CERA)
Brand,0,CERA (Y CERA),CERA (Y CERA)
Brand,0,DUTRON,DUTRON
Brand,0,JAQUAR,JAQUAR
Brand,0,JAQUAR (1 CERA),JAQUAR (1 CERA)
Brand,0,JAQUAR (3 CERA),JAQUAR (3 CERA)
Brand,0,JAQUAR (7 CERA),JAQUAR (7 CERA)
Brand,0,JAQUAR (E CERA),JAQUAR (E CERA)
Brand,0,JAQUAR (JAQUAR),JAQUAR (JAQUAR)
Brand,0,JAQUAR (N CERA),JAQUAR (N CERA)
Brand,0,JAQUAR (R CERA),JAQUAR (R CERA)
Brand,0,JAQUAR (r CERA),JAQUAR (r CERA)
Brand,0,JOHNSON,JOHNSON
Brand,0,JOHNSON (OHNSON),JOHNSON (OHNSON)
Brand,0,KEROVIT,KEROVIT
Brand,0,KEROVIT (EROVIT),KEROVIT (EROVIT)
Brand,0,NEROLACK,NEROLACK
Brand,0,RAKSHA,RAKSHA
Brand,0,SUPREME,SUPREME
Brick Type,0,"FLY ASH (ASH 4"")","FLY ASH (ASH 4"")"
Brick Type,0,"FLY ASH (ASH 6"")","FLY ASH (ASH 6"")"
Brick Type,0,"RED (RED 4"")","RED (RED 4"")"
Brick Type,0,"RED (RED 6"")","RED (RED 6"")"
Capacity,0,1 TON,1 TON
Capacity,0,100 AH,100 AH
Capacity,0,1000 LTR,1000 LTR
Capacity,0,10000 LTR,10000 LTR
Capacity,0,120 AH,120 AH
Capacity,0,150 AH,150 AH
Capacity,0,2 TON,2 TON
Capacity,0,2000 LTR,2000 LTR
Capacity,0,3000 LTR,3000 LTR
Capacity,0,5 TON,5 TON
Capacity,0,50 AH,50 AH
Capacity,0,500 LTR,500 LTR
Capacity,0,5000 LTR,5000 LTR
Capacity,0,80 AH,80 AH
Cement Type,0,OPC 43 GRADE ACC,OPC 43 GRADE ACC
Cement Type,0,OPC 43 GRADE AMBUJA,OPC 43 GRADE AMBUJA
Cement Type,0,OPC 43 GRADE BIRLA SHAKTI,OPC 43 GRADE BIRLA SHAKTI
Cement Type,0,OPC 43 GRADE CHETTINARD,OPC 43 GRADE CHETTINARD
Cement Type,0,OPC 43 GRADE MP BIRLA,OPC 43 GRADE MP BIRLA
Cement Type,0,OPC 43 GRADE SHREE,OPC 43 GRADE SHREE
Cement Type,0,OPC 43 GRADE ULTRATECH,OPC 43 GRADE ULTRATECH
Cement Type,0,OPC 43 GRADE VASVDATTA,OPC 43 GRADE VASVDATTA
Cement Type,0,OPC 53 GRADE ACC,OPC 53 GRADE ACC
Cement Type,0,OPC 53 GRADE AMBUJA,OPC 53 GRADE AMBUJA
Cement Type,0,OPC 53 GRADE BIRLA SHAKTI,OPC 53 GRADE BIRLA SHAKTI
Cement Type,0,OPC 53 GRADE CHETTINARD,OPC 53 GRADE CHETTINARD
Cement Type,0,OPC 53 GRADE MP BIRLA,OPC 53 GRADE MP BIRLA
Cement Type,0,OPC 53 GRADE SHREE,OPC 53 GRADE SHREE
Cement Type,0,OPC 53 GRADE ULTRATECH,OPC 53 GRADE ULTRATECH
Cement Type,0,OPC 53 GRADE VASVDATTA,OPC 53 GRADE VASVDATTA
Cement Type,0,PPC GRADE ACC,PPC GRADE ACC
Cement Type,0,PPC GRADE AMBUJA,PPC GRADE AMBUJA
Cement Type,0,PPC GRADE BIRLA SHAKTI,PPC GRADE BIRLA SHAKTI
Cement Type,0,PPC GRADE CHETTINARD,PPC GRADE CHETTINARD
Cement Type,0,PPC GRADE MP BIRLA,PPC GRADE MP BIRLA
Cement Type,0,PPC GRADE SHREE,PPC GRADE SHREE
Cement Type,0,PPC GRADE ULTRATECH,PPC GRADE ULTRATECH
Cement Type,0,PPC GRADE VASVDATTA,PPC GRADE VASVDATTA
Cement Type,0,WHITE CEMENT,WHITE CEMENT
Chemical Type,0,WHITE CAT ACID,WHITE CAT ACID
Color,0,BLACK,BLACK
Color,0,BLACK ( ASIAN),BLACK ( ASIAN)
Color,0,BLACK ( BIRLA),BLACK ( BIRLA)
Color,0,BLACK (BERGER),BLACK (BERGER)
Color,0,BLACK (LETHER),BLACK (LETHER)
Color,0,BLACK (RANITE),BLACK (RANITE)
Color,0,BLACK (ROLACK),BLACK (ROLACK)
Color,0,BLUE,BLUE
Color,0,BLUE ( ASIAN),BLUE ( ASIAN)
Color,0,BLUE ( BIRLA),BLUE ( BIRLA)
Color,0,BLUE ( KIRAN),BLUE ( KIRAN)
Color,0,BLUE (122-30),BLUE (122-30)
Color,0,BLUE (BERGER),BLUE (BERGER)
Color,0,BLUE (EGRAND),BLUE (EGRAND)
Color,0,BLUE (LOYCAB),BLUE (LOYCAB)
Color,0,BLUE (OLYCAB),BLUE (OLYCAB)
Color,0,BLUE (ROLACK),BLUE (ROLACK)
Color,0,BROWN ( BROWN),BROWN ( BROWN)
Color,0,GREEN,GREEN
Color,0,GREEN ( ASIAN),GREEN ( ASIAN)
Color,0,GREEN ( BIRLA),GREEN ( BIRLA)
Color,0,GREEN ( KIRAN),GREEN ( KIRAN)
Color,0,GREEN (BERGER),GREEN (BERGER)
Color,0,GREEN (EGRAND),GREEN (EGRAND)
Color,0,GREEN (LOYCAB),GREEN (LOYCAB)
Color,0,GREEN (OLYCAB),GREEN (OLYCAB)
Color,0,GREEN (ROLACK),GREEN (ROLACK)
Color,0,GREY ( ASIAN),GREY ( ASIAN)
Color,0,GREY ( BIRLA),GREY ( BIRLA)
Color,0,GREY (BERGER),GREY (BERGER)
Color,0,GREY (ROLACK),GREY (ROLACK)
Color,0,ORANGE,ORANGE
Color,0,ORANGE ( ASIAN),ORANGE ( ASIAN)
Color,0,ORANGE ( BIRLA),ORANGE ( BIRLA)
Color,0,ORANGE (BERGER),ORANGE (BERGER)
Color,0,ORANGE (ROLACK),ORANGE (ROLACK)
Color,0,RED,RED
Color,0,RED ( ASIAN),RED ( ASIAN)
Color,0,RED ( BIRLA),RED ( BIRLA)
Color,0,RED ( KIRAN),RED ( KIRAN)
Color,0,RED (BERGER),RED (BERGER)
Color,0,RED (EGRAND),RED (EGRAND)
Color,0,RED (LOYCAB),RED (LOYCAB)
Color,0,RED (OLYCAB),RED (OLYCAB)
Color,0,RED (ROLACK),RED (ROLACK)
Color,0,STEEL GREY,STEEL GREY
Color,0,STEEL GREY ( ASIAN),STEEL GREY ( ASIAN)
Color,0,STEEL GREY ( BIRLA),STEEL GREY ( BIRLA)
Color,0,STEEL GREY (BERGER),STEEL GREY (BERGER)
Color,0,STEEL GREY (ROLACK),STEEL GREY (ROLACK)
Color,0,WHITE,WHITE
Color,0,WHITE ( ASIAN),WHITE ( ASIAN)
Color,0,WHITE ( BIRLA),WHITE ( BIRLA)
Color,0,WHITE (BERGER),WHITE (BERGER)
Color,0,WHITE (ROLACK),WHITE (ROLACK)
Color,0,YELLOW,YELLOW
Color,0,YELLOW ( ASIAN),YELLOW ( ASIAN)
Color,0,YELLOW ( BIRLA),YELLOW ( BIRLA)
Color,0,YELLOW ( KIRAN),YELLOW ( KIRAN)
Color,0,YELLOW (BERGER),YELLOW (BERGER)
Color,0,YELLOW (EGRAND),YELLOW (EGRAND)
Color,0,YELLOW (LOYCAB),YELLOW (LOYCAB)
Color,0,YELLOW (OLYCAB),YELLOW (OLYCAB)
Color,0,YELLOW (OW F/C),YELLOW (OW F/C)
Color,0,YELLOW (OW M/C),YELLOW (OW M/C)
Color,0,YELLOW (ROLACK),YELLOW (ROLACK)
Concrete Grade,0,M-10,M-10
Concrete Grade,0,M-15,M-15
Concrete Grade,0,M-20,M-20
Concrete Grade,0,M-25,M-25
Concrete Grade,0,M-30,M-30
Concrete Grade,0,M-30 FF,M-30 FF
Concrete Grade,0,M-35,M-35
Concrete Grade,0,M-35 FF,M-35 FF
Concrete Grade,0,M-40,M-40
Concrete Grade,0,M-40 FF,M-40 FF
Concrete Grade,0,M-45,M-45
Concrete Grade,0,M-45 FF,M-45 FF
Concrete Grade,0,M-50,M-50
Concrete Grade,0,M-50 FF,M-50 FF
Concrete Grade,0,M-60,M-60
Concrete Grade,0,M-7,M-7
Connection Type,0,USB,USB
Connection Type,0,WIRELESS,WIRELESS
Cross Section,0,1 SQMM ( KIRAN),1 SQMM ( KIRAN)
Cross Section,0,1 SQMM (EGRAND),1 SQMM (EGRAND)
Cross Section,0,1 SQMM (LOYCAB),1 SQMM (LOYCAB)
Cross Section,0,1.5 SQMM ( KIRAN),1.5 SQMM ( KIRAN)
Cross Section,0,1.5 SQMM (EGRAND),1.5 SQMM (EGRAND)
Cross Section,0,1.5 SQMM (LOYCAB),1.5 SQMM (LOYCAB)
Cross Section,0,1.5 SQMM (OLYCAB),1.5 SQMM (OLYCAB)
Cross Section,0,10 SQMM ( KIRAN),10 SQMM ( KIRAN)
Cross Section,0,10 SQMM (EGRAND),10 SQMM (EGRAND)
Cross Section,0,10 SQMM (LOYCAB),10 SQMM (LOYCAB)
Cross Section,0,10 SQMM (OLYCAB),10 SQMM (OLYCAB)
Cross Section,0,100 SQMM (EGRAND),100 SQMM (EGRAND)
Cross Section,0,100 SQMM (OLYCAB),100 SQMM (OLYCAB)
Cross Section,0,16 SQMM ( KIRAN),16 SQMM ( KIRAN)
Cross Section,0,16 SQMM (EGRAND),16 SQMM (EGRAND)
Cross Section,0,16 SQMM (LOYCAB),16 SQMM (LOYCAB)
Cross Section,0,16 SQMM (OLYCAB),16 SQMM (OLYCAB)
Cross Section,0,185 SQMM (EGRAND),185 SQMM (EGRAND)
Cross Section,0,185 SQMM (OLYCAB),185 SQMM (OLYCAB)
Cross Section,0,2.5 SQMM ( KIRAN),2.5 SQMM ( KIRAN)
Cross Section,0,2.5 SQMM (EGRAND),2.5 SQMM (EGRAND)
Cross Section,0,2.5 SQMM (LOYCAB),2.5 SQMM (LOYCAB)
Cross Section,0,2.5 SQMM (OLYCAB),2.5 SQMM (OLYCAB)
Cross Section,0,25 SQMM ( KIRAN),25 SQMM ( KIRAN)
Cross Section,0,25 SQMM (EGRAND),25 SQMM (EGRAND)
Cross Section,0,25 SQMM (LOYCAB),25 SQMM (LOYCAB)
Cross Section,0,25 SQMM (OLYCAB),25 SQMM (OLYCAB)
Cross Section,0,35 SQMM (EGRAND),35 SQMM (EGRAND)
Cross Section,0,35 SQMM (OLYCAB),35 SQMM (OLYCAB)
Cross Section,0,4 SQMM ( KIRAN),4 SQMM ( KIRAN)
Cross Section,0,4 SQMM (EGRAND),4 SQMM (EGRAND)
Cross Section,0,4 SQMM (LOYCAB),4 SQMM (LOYCAB)
Cross Section,0,4 SQMM (OLYCAB),4 SQMM (OLYCAB)
Cross Section,0,50 SQMM (EGRAND),50 SQMM (EGRAND)
Cross Section,0,50 SQMM (OLYCAB),50 SQMM (OLYCAB)
Cross Section,0,6 SQMM ( KIRAN),6 SQMM ( KIRAN)
Cross Section,0,6 SQMM (EGRAND),6 SQMM (EGRAND)
Cross Section,0,6 SQMM (LOYCAB),6 SQMM (LOYCAB)
Cross Section,0,6 SQMM (OLYCAB),6 SQMM (OLYCAB)
Cross Section,0,75 SQMM (EGRAND),75 SQMM (EGRAND)
Cross Section,0,75 SQMM (OLYCAB),75 SQMM (OLYCAB)
Diameter,0,08MM (-D JSW),08MM (-D JSW)
Diameter,0,08MM (-D UMA),08MM (-D UMA)
Diameter,0,08MM (0 GSPL),08MM (0 GSPL)
Diameter,0,08MM (0 TATA),08MM (0 TATA)
Diameter,0,08MM (00 JSW),08MM (00 JSW)
Diameter,0,08MM (00 UMA),08MM (00 UMA)
Diameter,0,08MM (D GSPL),08MM (D GSPL)
Diameter,0,08MM (D TATA),08MM (D TATA)
Diameter,0,08MM (RAJURI),08MM (RAJURI)
Diameter,0,08MM (REE OM),08MM (REE OM)
Diameter,0,10MM,10MM
Diameter,0,10MM (-D JSW),10MM (-D JSW)
Diameter,0,10MM (-D UMA),10MM (-D UMA)
Diameter,0,10MM (0 GSPL),10MM (0 GSPL)
Diameter,0,10MM (0 TATA),10MM (0 TATA)
Diameter,0,10MM (00 JSW),10MM (00 JSW)
Diameter,0,10MM (00 UMA),10MM (00 UMA)
Diameter,0,10MM (D GSPL),10MM (D GSPL)
Diameter,0,10MM (D TATA),10MM (D TATA)
Diameter,0,10MM (RAJURI),10MM (RAJURI)
Diameter,0,10MM (REE OM),10MM (REE OM)
Diameter,0,12MM,12MM
Diameter,0,12MM (-D JSW),12MM (-D JSW)
Diameter,0,12MM (-D UMA),12MM (-D UMA)
Diameter,0,12MM (0 GSPL),12MM (0 GSPL)
Diameter,0,12MM (0 TATA),12MM (0 TATA)
Diameter,0,12MM (00 JSW),12MM (00 JSW)
Diameter,0,12MM (00 UMA),12MM (00 UMA)
Diameter,0,12MM (D GSPL),12MM (D GSPL)
Diameter,0,12MM (D TATA),12MM (D TATA)
Diameter,0,12MM (RAJURI),12MM (RAJURI)
Diameter,0,12MM (REE OM),12MM (REE OM)
Diameter,0,150MM,150MM
Diameter,0,16MM,16MM
Diameter,0,16MM (-D JSW),16MM (-D JSW)
Diameter,0,16MM (-D UMA),16MM (-D UMA)
Diameter,0,16MM (0 GSPL),16MM (0 GSPL)
Diameter,0,16MM (0 TATA),16MM (0 TATA)
Diameter,0,16MM (00 JSW),16MM (00 JSW)
Diameter,0,16MM (00 UMA),16MM (00 UMA)
Diameter,0,16MM (D GSPL),16MM (D GSPL)
Diameter,0,16MM (D TATA),16MM (D TATA)
Diameter,0,16MM (RAJURI),16MM (RAJURI)
Diameter,0,16MM (REE OM),16MM (REE OM)
Diameter,0,18MM,18MM
Diameter,0,200MM,200MM
Diameter,0,20MM,20MM
Diameter,0,20MM (-D JSW),20MM (-D JSW)
Diameter,0,20MM (-D UMA),20MM (-D UMA)
Diameter,0,20MM (0 GSPL),20MM (0 GSPL)
Diameter,0,20MM (0 TATA),20MM (0 TATA)
Diameter,0,20MM (00 JSW),20MM (00 JSW)
Diameter,0,20MM (00 UMA),20MM (00 UMA)
Diameter,0,20MM (D GSPL),20MM (D GSPL)
Diameter,0,20MM (D TATA),20MM (D TATA)
Diameter,0,20MM (RAJURI),20MM (RAJURI)
Diameter,0,20MM (REE OM),20MM (REE OM)
Diameter,0,25MM (-D JSW),25MM (-D JSW)
Diameter,0,25MM (-D UMA),25MM (-D UMA)
Diameter,0,25MM (0 GSPL),25MM (0 GSPL)
Diameter,0,25MM (0 TATA),25MM (0 TATA)
Diameter,0,25MM (00 JSW),25MM (00 JSW)
Diameter,0,25MM (00 UMA),25MM (00 UMA)
Diameter,0,25MM (D GSPL),25MM (D GSPL)
Diameter,0,25MM (D TATA),25MM (D TATA)
Diameter,0,25MM (RAJURI),25MM (RAJURI)
Diameter,0,25MM (REE OM),25MM (REE OM)
Diameter,0,300MM,300MM
Diameter,0,32MM (-D JSW),32MM (-D JSW)
Diameter,0,32MM (-D UMA),32MM (-D UMA)
Diameter,0,32MM (0 GSPL),32MM (0 GSPL)
Diameter,0,32MM (0 TATA),32MM (0 TATA)
Diameter,0,32MM (00 JSW),32MM (00 JSW)
Diameter,0,32MM (00 UMA),32MM (00 UMA)
Diameter,0,32MM (D GSPL),32MM (D GSPL)
Diameter,0,32MM (D TATA),32MM (D TATA)
Diameter,0,32MM (RAJURI),32MM (RAJURI)
Diameter,0,32MM (REE OM),32MM (REE OM)
Diameter,0,450MM,450MM
Diameter,0,500MM,500MM
Diameter,0,600MM,600MM
Diameter,0,6MM,6MM
Diameter,0,8MM,8MM
Diameter,0,900MM,900MM
Dimensions,0,1'X2',1'X2'
Dimensions,0,1000X20,1000X20
Dimensions,0,100X100X10MM,100X100X10MM
Dimensions,0,100X100X12MM,100X100X12MM
Dimensions,0,100X100X16MM,100X100X16MM
Dimensions,0,100X100X3MM,100X100X3MM
Dimensions,0,100X100X4MM,100X100X4MM
Dimensions,0,100X100X8MM,100X100X8MM
Dimensions,0,100X3MM,100X3MM
Dimensions,0,10X10X2MM,10X10X2MM
Dimensions,0,10X12,10X12
Dimensions,0,11X5,11X5
Dimensions,0,12'X15',12'X15'
Dimensions,0,1200X1800MM,1200X1800MM
Dimensions,0,12X10,12X10
Dimensions,0,12X12MM,12X12MM
Dimensions,0,14X25 ( 14X25),14X25 ( 14X25)
Dimensions,0,14X25 (X25 HD),14X25 (X25 HD)
Dimensions,0,15'X18',15'X18'
Dimensions,0,150X10MM,150X10MM
Dimensions,0,150X12MM,150X12MM
Dimensions,0,150X150X10MM,150X150X10MM
Dimensions,0,150X150X12MM,150X150X12MM
Dimensions,0,150X150X150MM,150X150X150MM
Dimensions,0,150X150X4MM,150X150X4MM
Dimensions,0,150X150X6MM,150X150X6MM
Dimensions,0,150X250X16MM,150X250X16MM
Dimensions,0,150X75MM,150X75MM
Dimensions,0,150X8MM,150X8MM
Dimensions,0,18'X24',18'X24'
Dimensions,0,200X100MM,200X100MM
Dimensions,0,200X200X10MM,200X200X10MM
Dimensions,0,200X200X12MM,200X200X12MM
Dimensions,0,200X200X4MM,200X200X4MM
Dimensions,0,200X200X6MM,200X200X6MM
Dimensions,0,200X200X8MM,200X200X8MM
Dimensions,0,200X250X20MM,200X250X20MM
Dimensions,0,200X300MM,200X300MM
Dimensions,0,200X400X16MM,200X400X16MM
Dimensions,0,200X500X10MM,200X500X10MM
Dimensions,0,200X500X12MM,200X500X12MM
Dimensions,0,230X230X8MM,230X230X8MM
Dimensions,0,24'X30',24'X30'
Dimensions,0,24X30,24X30
Dimensions,0,250X250X10MM,250X250X10MM
Dimensions,0,250X250X4MM,250X250X4MM
Dimensions,0,250X250X6MM,250X250X6MM
Dimensions,0,250X250X8MM,250X250X8MM
Dimensions,0,250X300X20MM,250X300X20MM
Dimensions,0,250X600MM,250X600MM
Dimensions,0,250X75MM,250X75MM
Dimensions,0,25X5MM,25X5MM
Dimensions,0,3'X3,3'X3
Dimensions,0,3'X3' (X3'X7'),3'X3' (X3'X7')
Dimensions,0,"3'X6""","3'X6"""
Dimensions,0,30'X36',30'X36'
Dimensions,0,300X300MM,300X300MM
Dimensions,0,300X300X10MM,300X300X10MM
Dimensions,0,300X300X4MM,300X300X4MM
Dimensions,0,300X300X6MM,300X300X6MM
Dimensions,0,300X300X8MM,300X300X8MM
Dimensions,0,300X450MM,300X450MM
Dimensions,0,300X450X10MM,300X450X10MM
Dimensions,0,300X450X12MM,300X450X12MM
Dimensions,0,300X450X20MM,300X450X20MM
Dimensions,0,300X450X4MM,300X450X4MM
Dimensions,0,300X450X6MM,300X450X6MM
Dimensions,0,300X450X8MM,300X450X8MM
Dimensions,0,300X600MM,300X600MM
Dimensions,0,30X30 (200 MM),30X30 (200 MM)
Dimensions,0,30X30 (250 MM),30X30 (250 MM)
Dimensions,0,30X30 (300 MM),30X30 (300 MM)
Dimensions,0,30X5MM,30X5MM
Dimensions,0,32X5MM,32X5MM
Dimensions,0,"34""X78""","34""X78"""
Dimensions,0,"36""X24""","36""X24"""
Dimensions,0,36'X42',36'X42'
Dimensions,0,"4""X1.5""","4""X1.5"""
Dimensions,0,"4""X2""","4""X2"""
Dimensions,0,"4""X4'","4""X4'"
Dimensions,0,"4""X6'","4""X6'"
Dimensions,0,"4'X4""","4'X4"""
Dimensions,0,"4'X6""","4'X6"""
Dimensions,0,400X300X100MM,400X300X100MM
Dimensions,0,40X5MM,40X5MM
Dimensions,0,450X450MM,450X450MM
Dimensions,0,4X7,4X7
Dimensions,0,"5'X4""","5'X4"""
Dimensions,0,"5'X6""","5'X6"""
Dimensions,0,500X400X100MM,500X400X100MM
Dimensions,0,50X16,50X16
Dimensions,0,50X5MM,50X5MM
Dimensions,0,"52""X30""","52""X30"""
Dimensions,0,"6""X1.5""","6""X1.5"""
Dimensions,0,6'X3',6'X3'
Dimensions,0,6'X4',6'X4'
Dimensions,0,6.75'X2.25',6.75'X2.25'
Dimensions,0,6.75'X2.50',6.75'X2.50'
Dimensions,0,600X1200MM,600X1200MM
Dimensions,0,600X200X100MM ( DLITE),600X200X100MM ( DLITE)
Dimensions,0,600X200X100MM (COLITE),600X200X100MM (COLITE)
Dimensions,0,600X200X100MM (GODREJ),600X200X100MM (GODREJ)
Dimensions,0,600X200X100MM (R LITE),600X200X100MM (R LITE)
Dimensions,0,600X200X150MM ( DLITE),600X200X150MM ( DLITE)
Dimensions,0,600X200X150MM (COLITE),600X200X150MM (COLITE)
Dimensions,0,600X200X150MM (GODREJ),600X200X150MM (GODREJ)
Dimensions,0,600X200X150MM (R LITE),600X200X150MM (R LITE)
Dimensions,0,600X200X200MM ( DLITE),600X200X200MM ( DLITE)
Dimensions,0,600X200X200MM (COLITE),600X200X200MM (COLITE)
Dimensions,0,600X200X200MM (GODREJ),600X200X200MM (GODREJ)
Dimensions,0,600X200X200MM (R LITE),600X200X200MM (R LITE)
Dimensions,0,600X200X230MM ( DLITE),600X200X230MM ( DLITE)
Dimensions,0,600X200X230MM (COLITE),600X200X230MM (COLITE)
Dimensions,0,600X200X230MM (GODREJ),600X200X230MM (GODREJ)
Dimensions,0,600X200X230MM (R LITE),600X200X230MM (R LITE)
Dimensions,0,600X230X16MM,600X230X16MM
Dimensions,0,600X262X16MM,600X262X16MM
Dimensions,0,600X600MM,600X600MM
Dimensions,0,60X5MM,60X5MM
Dimensions,0,60X8MM,60X8MM
Dimensions,0,625X240X100MM ( DLITE),625X240X100MM ( DLITE)
Dimensions,0,625X240X100MM (COLITE),625X240X100MM (COLITE)
Dimensions,0,625X240X100MM (GODREJ),625X240X100MM (GODREJ)
Dimensions,0,625X240X100MM (R LITE),625X240X100MM (R LITE)
Dimensions,0,625X240X125MM ( DLITE),625X240X125MM ( DLITE)
Dimensions,0,625X240X125MM (COLITE),625X240X125MM (COLITE)
Dimensions,0,625X240X125MM (GODREJ),625X240X125MM (GODREJ)
Dimensions,0,625X240X125MM (R LITE),625X240X125MM (R LITE)
Dimensions,0,625X240X200MM ( DLITE),625X240X200MM ( DLITE)
Dimensions,0,625X240X200MM (COLITE),625X240X200MM (COLITE)
Dimensions,0,625X240X200MM (GODREJ),625X240X200MM (GODREJ)
Dimensions,0,625X240X200MM (R LITE),625X240X200MM (R LITE)
Dimensions,0,65X10MM,65X10MM
Dimensions,0,65X6MM,65X6MM
Dimensions,0,6X8,6X8
Dimensions,0,"7'X6""","7'X6"""
Dimensions,0,7.5'X3.75',7.5'X3.75'
Dimensions,0,7.5X50,7.5X50
Dimensions,0,75X5MM,75X5MM
Dimensions,0,75X6MM,75X6MM
Dimensions,0,75X75,75X75
Dimensions,0,"8""X3'","8""X3'"
Dimensions,0,"8""X4'","8""X4'"
Dimensions,0,800X2400MM,800X2400MM
Dimensions,0,800X3000MM (000 MM),800X3000MM (000 MM)
Dimensions,0,800X800MM,800X800MM
Dimensions,0,"81""X30""","81""X30"""
Dimensions,0,"88""X30""","88""X30"""
Dimensions,0,"88""X40""","88""X40"""
Dimensions,0,8X10,8X10
Dimensions,0,9'X12',9'X12'
Dimensions,0,900X1800MM,900X1800MM
Dimensions,0,9X16 (16 2wd),9X16 (16 2wd)
Dimensions,0,9X16 (T 9X16),9X16 (T 9X16)
Finish/Color,0,CRYSTAL,CRYSTAL
Finish/Color,0,PLATINUM PEARI,PLATINUM PEARI
Finish/Color,0,SILVER SHINE,SILVER SHINE
Finish/Color,0,STEEL GRAY GRANITE,STEEL GRAY GRANITE
Finish/Color,0,STONE DP,STONE DP
Finish/Color,0,STONE SP,STONE SP
Fits,0,HAMMER,HAMMER
Fits,0,PICKEX,PICKEX
Fits,0,SPADE,SPADE
Grade,0,AP3,AP3
Grade,0,EP00,EP00
Grade,0,SF ( ASIAN),SF ( ASIAN)
Grade,0,SF ( BIRLA),SF ( BIRLA)
Grade,0,SF (BERGER),SF (BERGER)
Grade,0,SF (ROLACK),SF (ROLACK)
Grit,0,0 NUMBER,0 NUMBER
Grit,0,10 NUMBER,10 NUMBER
Grit,0,50 NUMBER,50 NUMBER
IP Rating,0,IP44 (44 L&T),IP44 (44 L&T)
IP Rating,0,IP44 (EGRAND),IP44 (EGRAND)
IP Rating,0,IP67 (67 L&T),IP67 (67 L&T)
IP Rating,0,IP67 (EGRAND),IP67 (EGRAND)
Length,0,1.5',1.5'
Length,0,10FT,10FT
Length,0,14FT,14FT
Length,0,16FT,16FT
Length,0,2',2'
Length,0,2FT,2FT
Length,0,3 MTR,3 MTR
Length,0,3',3'
Length,0,3FT,3FT
Length,0,4',4'
Length,0,4FT,4FT
Length,0,5FT,5FT
Length,0,6 MTR,6 MTR
Length,0,8FT ('X08MM),8FT ('X08MM)
Length,0,8FT ('X12MM),8FT ('X12MM)
Length,0,8FT ('X18MM),8FT ('X18MM)
Length,0,8FT (4'X6MM),8FT (4'X6MM)
Machine Type,0,"14"" STEEL CUTTING MACHINE","14"" STEEL CUTTING MACHINE"
Machine Type,0,BAR CUTTING MACHINE,BAR CUTTING MACHINE
Machine Type,0,BLOWER MACHINE,BLOWER MACHINE
