Item Code,Item Group,Default Unit of Measure,Has Variants,Maintain Stock,Is Fixed Asset,Asset Category,Brand,Description,End of Life,Shelf Life In Days,Variant Of,Variant Based On,Safety Stock,Lead Time in days,HSN/SAC,Attribute (Variant Attributes),Attribute Value (Variant Attributes)
UPVC REDUCER 65X40MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,65X40MM (ASTRAL)
UPVC REDUCER 65X40MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,65X40MM (HIRVAD)
UPVC REDUCER 65X40MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,65X40MM (RAKSHA)
UPVC REDUCER 50X32MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,50X32MM (DUTRON)
UPVC REDUCER 50X32MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,50X32MM (UPREME)
UPVC REDUCER 50X32MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,50X32MM (ASTRAL)
UPVC REDUCER 50X32MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,50X32MM (HIRVAD)
UPVC REDUCER 50X32MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,50X32MM (RAKSHA)
UPVC REDUCER 50X25MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,50X25MM (DUTRON)
UPVC REDUCER 50X25MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,50X25MM (UPREME)
UPVC REDUCER 50X25MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,50X25MM (ASTRAL)
UPVC REDUCER 50X25MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,50X25MM (HIRVAD)
UPVC REDUCER 50X25MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,50X25MM (RAKSHA)
UPVC REDUCER 50X20MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,50X20MM (DUTRON)
UPVC REDUCER 50X20MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,50X20MM (UPREME)
UPVC REDUCER 50X20MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,50X20MM (ASTRAL)
UPVC REDUCER 50X20MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,50X20MM (HIRVAD)
UPVC REDUCER 50X20MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,50X20MM (RAKSHA)
UPVC REDUCER 50X15MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,50X15MM (DUTRON)
UPVC REDUCER 50X15MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,50X15MM (UPREME)
UPVC REDUCER 50X15MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,50X15MM (ASTRAL)
UPVC REDUCER 50X15MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,50X15MM (HIRVAD)
UPVC REDUCER 50X15MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,50X15MM (RAKSHA)
UPVC REDUCER 40X32MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,40X32MM (DUTRON)
UPVC REDUCER 40X32MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,40X32MM (UPREME)
UPVC REDUCER 40X32MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,40X32MM (ASTRAL)
UPVC REDUCER 40X32MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,40X32MM (HIRVAD)
UPVC REDUCER 40X32MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,40X32MM (RAKSHA)
UPVC REDUCER 40X25MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,40X25MM (DUTRON)
UPVC REDUCER 40X25MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,40X25MM (UPREME)
UPVC REDUCER 40X25MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,40X25MM (ASTRAL)
UPVC REDUCER 40X25MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,40X25MM (HIRVAD)
UPVC REDUCER 40X25MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,40X25MM (RAKSHA)
UPVC REDUCER 40X20MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,40X20MM (DUTRON)
UPVC REDUCER 40X20MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,40X20MM (UPREME)
UPVC REDUCER 40X20MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,40X20MM (ASTRAL)
UPVC REDUCER 40X20MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,40X20MM (HIRVAD)
UPVC REDUCER 40X20MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,40X20MM (RAKSHA)
UPVC REDUCER 40X15MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,40X15MM (DUTRON)
UPVC REDUCER 40X15MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,40X15MM (UPREME)
UPVC REDUCER 40X15MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,40X15MM (ASTRAL)
UPVC REDUCER 40X15MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,40X15MM (HIRVAD)
UPVC REDUCER 40X15MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,40X15MM (RAKSHA)
UPVC REDUCER 32X25MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,32X25MM (DUTRON)
UPVC REDUCER 32X25MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,32X25MM (UPREME)
UPVC REDUCER 32X25MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,32X25MM (ASTRAL)
UPVC REDUCER 32X25MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,32X25MM (HIRVAD)
UPVC REDUCER 32X25MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,32X25MM (RAKSHA)
UPVC REDUCER 32X20MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,32X20MM (DUTRON)
UPVC REDUCER 32X20MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,32X20MM (UPREME)
UPVC REDUCER 32X20MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,32X20MM (ASTRAL)
UPVC REDUCER 32X20MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,32X20MM (HIRVAD)
UPVC REDUCER 32X20MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,32X20MM (RAKSHA)
UPVC REDUCER 32X15MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,32X15MM (DUTRON)
UPVC REDUCER 32X15MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,32X15MM (UPREME)
UPVC REDUCER 32X15MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,32X15MM (ASTRAL)
UPVC REDUCER 32X15MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,32X15MM (HIRVAD)
UPVC REDUCER 32X15MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,32X15MM (RAKSHA)
UPVC REDUCER 25X20MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,25X20MM (DUTRON)
UPVC REDUCER 25X20MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,25X20MM (UPREME)
UPVC REDUCER 25X20MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,25X20MM (ASTRAL)
UPVC REDUCER 25X20MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,25X20MM (HIRVAD)
UPVC REDUCER 25X20MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,25X20MM (RAKSHA)
UPVC REDUCER 25X15MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,25X15MM (DUTRON)
UPVC REDUCER 25X15MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,25X15MM (UPREME)
UPVC REDUCER 25X15MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,25X15MM (ASTRAL)
UPVC REDUCER 25X15MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,25X15MM (HIRVAD)
UPVC REDUCER 25X15MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,25X15MM (RAKSHA)
UPVC REDUCER 20X15MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,20X15MM (DUTRON)
UPVC REDUCER 20X15MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,20X15MM (UPREME)
UPVC REDUCER 20X15MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,20X15MM (ASTRAL)
UPVC REDUCER 20X15MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,20X15MM (HIRVAD)
UPVC REDUCER 20X15MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,20X15MM (RAKSHA)
UPVC REDUCER BUSH 65X50MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,65X50MM (DUTRON)
UPVC REDUCER BUSH 65X50MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,65X50MM (UPREME)
UPVC REDUCER BUSH 65X50MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,65X50MM (ASTRAL)
UPVC REDUCER BUSH 65X50MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,65X50MM (HIRVAD)
UPVC REDUCER BUSH 65X50MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,65X50MM (RAKSHA)
UPVC REDUCER BUSH 50X40MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,50X40MM (DUTRON)
UPVC REDUCER BUSH 50X40MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,50X40MM (UPREME)
UPVC REDUCER BUSH 50X40MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,50X40MM (ASTRAL)
UPVC REDUCER BUSH 50X40MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,50X40MM (HIRVAD)
UPVC REDUCER BUSH 50X40MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,50X40MM (RAKSHA)
UPVC REDUCER BUSH 50X32MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,50X32MM (DUTRON)
UPVC REDUCER BUSH 50X32MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,50X32MM (UPREME)
UPVC REDUCER BUSH 50X32MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,50X32MM (ASTRAL)
UPVC REDUCER BUSH 50X32MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,50X32MM (HIRVAD)
UPVC REDUCER BUSH 50X32MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,50X32MM (RAKSHA)
UPVC REDUCER BUSH 50X25MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,50X25MM (DUTRON)
UPVC REDUCER BUSH 50X25MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,50X25MM (UPREME)
UPVC REDUCER BUSH 50X25MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,50X25MM (ASTRAL)
UPVC REDUCER BUSH 50X25MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,50X25MM (HIRVAD)
UPVC REDUCER BUSH 50X25MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,50X25MM (RAKSHA)
UPVC REDUCER BUSH 50X20MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,50X20MM (DUTRON)
UPVC REDUCER BUSH 50X20MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,50X20MM (UPREME)
UPVC REDUCER BUSH 50X20MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,50X20MM (ASTRAL)
UPVC REDUCER BUSH 50X20MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,50X20MM (HIRVAD)
UPVC REDUCER BUSH 50X20MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,50X20MM (RAKSHA)
UPVC REDUCER BUSH 50X15MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,50X15MM (DUTRON)
UPVC REDUCER BUSH 50X15MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,50X15MM (UPREME)
UPVC REDUCER BUSH 50X15MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,50X15MM (ASTRAL)
UPVC REDUCER BUSH 50X15MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,50X15MM (HIRVAD)
UPVC REDUCER BUSH 50X15MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,50X15MM (RAKSHA)
UPVC REDUCER BUSH 40X32MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,40X32MM (DUTRON)
UPVC REDUCER BUSH 40X32MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,40X32MM (UPREME)
UPVC REDUCER BUSH 40X32MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,40X32MM (ASTRAL)
UPVC REDUCER BUSH 40X32MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,40X32MM (HIRVAD)
UPVC REDUCER BUSH 40X32MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,40X32MM (RAKSHA)
UPVC REDUCER BUSH 40X25MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,40X25MM (DUTRON)
UPVC REDUCER BUSH 40X25MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,40X25MM (UPREME)
UPVC REDUCER BUSH 40X25MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,40X25MM (ASTRAL)
UPVC REDUCER BUSH 40X25MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,40X25MM (HIRVAD)
UPVC REDUCER BUSH 40X25MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,40X25MM (RAKSHA)
UPVC REDUCER BUSH 40X20MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,40X20MM (DUTRON)
UPVC REDUCER BUSH 40X20MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,40X20MM (UPREME)
UPVC REDUCER BUSH 40X20MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,40X20MM (ASTRAL)
UPVC REDUCER BUSH 40X20MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,40X20MM (HIRVAD)
UPVC REDUCER BUSH 40X20MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,40X20MM (RAKSHA)
UPVC REDUCER BUSH 40X15MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,40X15MM (DUTRON)
UPVC REDUCER BUSH 40X15MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,40X15MM (UPREME)
UPVC REDUCER BUSH 40X15MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,40X15MM (ASTRAL)
UPVC REDUCER BUSH 40X15MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,40X15MM (HIRVAD)
UPVC REDUCER BUSH 40X15MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,40X15MM (RAKSHA)
UPVC REDUCER BUSH 32X25MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,32X25MM (DUTRON)
UPVC REDUCER BUSH 32X25MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,32X25MM (UPREME)
UPVC REDUCER BUSH 32X25MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,32X25MM (ASTRAL)
UPVC REDUCER BUSH 32X25MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,32X25MM (HIRVAD)
UPVC REDUCER BUSH 32X25MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,32X25MM (RAKSHA)
UPVC REDUCER BUSH 32X20MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,32X20MM (DUTRON)
UPVC REDUCER BUSH 32X20MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,32X20MM (UPREME)
UPVC REDUCER BUSH 32X20MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,32X20MM (ASTRAL)
UPVC REDUCER BUSH 32X20MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,32X20MM (HIRVAD)
UPVC REDUCER BUSH 32X20MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,32X20MM (RAKSHA)
UPVC REDUCER BUSH 32X15MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,32X15MM (DUTRON)
UPVC REDUCER BUSH 32X15MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,32X15MM (UPREME)
UPVC REDUCER BUSH 32X15MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,32X15MM (ASTRAL)
UPVC REDUCER BUSH 32X15MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,32X15MM (HIRVAD)
UPVC REDUCER BUSH 32X15MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,32X15MM (RAKSHA)
UPVC REDUCER BUSH 25X20MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,25X20MM (DUTRON)
UPVC REDUCER BUSH 25X20MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,25X20MM (UPREME)
UPVC REDUCER BUSH 25X20MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,25X20MM (ASTRAL)
UPVC REDUCER BUSH 25X20MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC REDUCER BUSH,Item Attribute,6.0,7,90318000,Size,25X20MM (HIRVAD)
