Item Code,Item Group,Default Unit of Measure,Has Variants,Maintain Stock,Is Fixed Asset,Asset Category,Brand,Description,End of Life,Shelf Life In Days,Variant Of,Variant Based On,Safety Stock,Lead Time in days,HSN/SAC,Attribute (Variant Attributes),Attribute Value (Variant Attributes)
UPVC END CAP 40MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC END PLUG,Item Attribute,6.0,7,90318000,Size,40MM (HIRVAD)
UPVC END CAP 40MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC END PLUG,Item Attribute,6.0,7,90318000,Size,40MM (RAKSHA)
UPVC END CAP 32MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC END PLUG,Item Attribute,6.0,7,90318000,Size,32MM (DUTRON)
UPVC END CAP 32MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC END PLUG,Item Attribute,6.0,7,90318000,Size,32MM (UPREME)
UPVC END CAP 32MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC END PLUG,Item Attribute,6.0,7,90318000,Size,32MM (ASTRAL)
UPVC END CAP 32MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC END PLUG,Item Attribute,6.0,7,90318000,Size,32MM (HIRVAD)
UPVC END CAP 32MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC END PLUG,Item Attribute,6.0,7,90318000,Size,32MM (RAKSHA)
UPVC END CAP 25MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC END PLUG,Item Attribute,6.0,7,90318000,Size,25MM (DUTRON)
UPVC END CAP 25MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC END PLUG,Item Attribute,6.0,7,90318000,Size,25MM (UPREME)
UPVC END CAP 25MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC END PLUG,Item Attribute,6.0,7,90318000,Size,25MM (ASTRAL)
UPVC END CAP 25MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC END PLUG,Item Attribute,6.0,7,90318000,Size,25MM (HIRVAD)
UPVC END CAP 25MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC END PLUG,Item Attribute,6.0,7,90318000,Size,25MM (RAKSHA)
UPVC END CAP 20MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC END PLUG,Item Attribute,6.0,7,90318000,Size,20MM (DUTRON)
UPVC END CAP 20MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC END PLUG,Item Attribute,6.0,7,90318000,Size,20MM (UPREME)
UPVC END CAP 20MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC END PLUG,Item Attribute,6.0,7,90318000,Size,20MM (ASTRAL)
UPVC END CAP 20MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC END PLUG,Item Attribute,6.0,7,90318000,Size,20MM (HIRVAD)
UPVC END CAP 20MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC END PLUG,Item Attribute,6.0,7,90318000,Size,20MM (RAKSHA)
UPVC END CAP 15MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC END PLUG,Item Attribute,6.0,7,90318000,Size,15MM (DUTRON)
UPVC END CAP 15MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC END PLUG,Item Attribute,6.0,7,90318000,Size,15MM (UPREME)
UPVC END CAP 15MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC END PLUG,Item Attribute,6.0,7,90318000,Size,15MM (ASTRAL)
UPVC END CAP 15MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC END PLUG,Item Attribute,6.0,7,90318000,Size,15MM (HIRVAD)
UPVC END CAP 15MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC END PLUG,Item Attribute,6.0,7,90318000,Size,15MM (RAKSHA)
UPVC END CAP 15MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC END PLUG,Item Attribute,6.0,7,90318000,Size,15MM (DUTRON)
UPVC END CAP 15MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC END PLUG,Item Attribute,6.0,7,90318000,Size,15MM (UPREME)
UPVC END CAP 15MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC END PLUG,Item Attribute,6.0,7,90318000,Size,15MM (ASTRAL)
UPVC END CAP 15MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC END PLUG,Item Attribute,6.0,7,90318000,Size,15MM (HIRVAD)
UPVC END CAP 15MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC END PLUG,Item Attribute,6.0,7,90318000,Size,15MM (RAKSHA)
UPVC CROSS TEE/4WAY 25MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC CROSS TEE,Item Attribute,6.0,7,90318000,Size,25MM (DUTRON)
UPVC CROSS TEE/4WAY 25MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC CROSS TEE,Item Attribute,6.0,7,90318000,Size,25MM (UPREME)
UPVC CROSS TEE/4WAY 25MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC CROSS TEE,Item Attribute,6.0,7,90318000,Size,25MM (ASTRAL)
UPVC CROSS TEE/4WAY 25MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC CROSS TEE,Item Attribute,6.0,7,90318000,Size,25MM (HIRVAD)
UPVC CROSS TEE/4WAY 25MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC CROSS TEE,Item Attribute,6.0,7,90318000,Size,25MM (RAKSHA)
UPVC CROSS TEE/4WAY 20MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC CROSS TEE,Item Attribute,6.0,7,90318000,Size,20MM (DUTRON)
UPVC CROSS TEE/4WAY 20MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC CROSS TEE,Item Attribute,6.0,7,90318000,Size,20MM (UPREME)
UPVC CROSS TEE/4WAY 20MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC CROSS TEE,Item Attribute,6.0,7,90318000,Size,20MM (ASTRAL)
UPVC CROSS TEE/4WAY 20MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC CROSS TEE,Item Attribute,6.0,7,90318000,Size,20MM (HIRVAD)
UPVC CROSS TEE/4WAY 20MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC CROSS TEE,Item Attribute,6.0,7,90318000,Size,20MM (RAKSHA)
UPVC CROSS TEE/4WAY 15MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC CROSS TEE,Item Attribute,6.0,7,90318000,Size,15MM (DUTRON)
UPVC CROSS TEE/4WAY 15MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC CROSS TEE,Item Attribute,6.0,7,90318000,Size,15MM (UPREME)
UPVC CROSS TEE/4WAY 15MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC CROSS TEE,Item Attribute,6.0,7,90318000,Size,15MM (ASTRAL)
UPVC CROSS TEE/4WAY 15MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC CROSS TEE,Item Attribute,6.0,7,90318000,Size,15MM (HIRVAD)
UPVC CROSS TEE/4WAY 15MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC CROSS TEE,Item Attribute,6.0,7,90318000,Size,15MM (RAKSHA)
UPVC BALL VALVES 65MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC BALL VALVES,Item Attribute,6.0,7,90318000,Size,65MM (DUTRON)
UPVC BALL VALVES 65MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC BALL VALVES,Item Attribute,6.0,7,90318000,Size,65MM (UPREME)
UPVC BALL VALVES 65MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC BALL VALVES,Item Attribute,6.0,7,90318000,Size,65MM (ASTRAL)
UPVC BALL VALVES 65MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC BALL VALVES,Item Attribute,6.0,7,90318000,Size,65MM (HIRVAD)
UPVC BALL VALVES 65MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC BALL VALVES,Item Attribute,6.0,7,90318000,Size,65MM (RAKSHA)
UPVC BALL VALVES 50MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC BALL VALVES,Item Attribute,6.0,7,90318000,Size,50MM (DUTRON)
UPVC BALL VALVES 50MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC BALL VALVES,Item Attribute,6.0,7,90318000,Size,50MM (UPREME)
UPVC BALL VALVES 50MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC BALL VALVES,Item Attribute,6.0,7,90318000,Size,50MM (ASTRAL)
UPVC BALL VALVES 50MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC BALL VALVES,Item Attribute,6.0,7,90318000,Size,50MM (HIRVAD)
UPVC BALL VALVES 50MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC BALL VALVES,Item Attribute,6.0,7,90318000,Size,50MM (RAKSHA)
UPVC BALL VALVES 40MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC BALL VALVES,Item Attribute,6.0,7,90318000,Size,40MM (DUTRON)
UPVC BALL VALVES 40MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC BALL VALVES,Item Attribute,6.0,7,90318000,Size,40MM (UPREME)
UPVC BALL VALVES 40MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC BALL VALVES,Item Attribute,6.0,7,90318000,Size,40MM (ASTRAL)
UPVC BALL VALVES 40MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC BALL VALVES,Item Attribute,6.0,7,90318000,Size,40MM (HIRVAD)
UPVC BALL VALVES 40MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC BALL VALVES,Item Attribute,6.0,7,90318000,Size,40MM (RAKSHA)
UPVC BALL VALVES 32MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC BALL VALVES,Item Attribute,6.0,7,90318000,Size,32MM (DUTRON)
UPVC BALL VALVES 32MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC BALL VALVES,Item Attribute,6.0,7,90318000,Size,32MM (UPREME)
UPVC BALL VALVES 32MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC BALL VALVES,Item Attribute,6.0,7,90318000,Size,32MM (ASTRAL)
UPVC BALL VALVES 32MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC BALL VALVES,Item Attribute,6.0,7,90318000,Size,32MM (HIRVAD)
UPVC BALL VALVES 32MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC BALL VALVES,Item Attribute,6.0,7,90318000,Size,32MM (RAKSHA)
UPVC BALL VALVES 25MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC BALL VALVES,Item Attribute,6.0,7,90318000,Size,25MM (DUTRON)
UPVC BALL VALVES 25MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC BALL VALVES,Item Attribute,6.0,7,90318000,Size,25MM (UPREME)
UPVC BALL VALVES 25MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC BALL VALVES,Item Attribute,6.0,7,90318000,Size,25MM (ASTRAL)
UPVC BALL VALVES 25MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC BALL VALVES,Item Attribute,6.0,7,90318000,Size,25MM (HIRVAD)
UPVC BALL VALVES 25MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC BALL VALVES,Item Attribute,6.0,7,90318000,Size,25MM (RAKSHA)
UPVC BALL VALVES 20MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC BALL VALVES,Item Attribute,6.0,7,90318000,Size,20MM (DUTRON)
UPVC BALL VALVES 20MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC BALL VALVES,Item Attribute,6.0,7,90318000,Size,20MM (UPREME)
UPVC BALL VALVES 20MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC BALL VALVES,Item Attribute,6.0,7,90318000,Size,20MM (ASTRAL)
UPVC BALL VALVES 20MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC BALL VALVES,Item Attribute,6.0,7,90318000,Size,20MM (HIRVAD)
UPVC BALL VALVES 20MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC BALL VALVES,Item Attribute,6.0,7,90318000,Size,20MM (RAKSHA)
UPVC BALL VALVES 15MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC BALL VALVES,Item Attribute,6.0,7,90318000,Size,15MM (DUTRON)
UPVC BALL VALVES 15MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC BALL VALVES,Item Attribute,6.0,7,90318000,Size,15MM (UPREME)
UPVC BALL VALVES 15MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC BALL VALVES,Item Attribute,6.0,7,90318000,Size,15MM (ASTRAL)
UPVC BALL VALVES 15MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC BALL VALVES,Item Attribute,6.0,7,90318000,Size,15MM (HIRVAD)
UPVC BALL VALVES 15MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC BALL VALVES,Item Attribute,6.0,7,90318000,Size,15MM (RAKSHA)
UPVC FLO BALL VALVES 65MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC FLO BALL VALVES,Item Attribute,6.0,7,90318000,Size,65MM (DUTRON)
UPVC FLO BALL VALVES 65MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC FLO BALL VALVES,Item Attribute,6.0,7,90318000,Size,65MM (UPREME)
UPVC FLO BALL VALVES 65MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC FLO BALL VALVES,Item Attribute,6.0,7,90318000,Size,65MM (ASTRAL)
UPVC FLO BALL VALVES 65MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC FLO BALL VALVES,Item Attribute,6.0,7,90318000,Size,65MM (HIRVAD)
UPVC FLO BALL VALVES 65MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC FLO BALL VALVES,Item Attribute,6.0,7,90318000,Size,65MM (RAKSHA)
UPVC FLO BALL VALVES 50MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC FLO BALL VALVES,Item Attribute,6.0,7,90318000,Size,50MM (DUTRON)
UPVC FLO BALL VALVES 50MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC FLO BALL VALVES,Item Attribute,6.0,7,90318000,Size,50MM (UPREME)
UPVC FLO BALL VALVES 50MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC FLO BALL VALVES,Item Attribute,6.0,7,90318000,Size,50MM (ASTRAL)
UPVC FLO BALL VALVES 50MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC FLO BALL VALVES,Item Attribute,6.0,7,90318000,Size,50MM (HIRVAD)
UPVC FLO BALL VALVES 50MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC FLO BALL VALVES,Item Attribute,6.0,7,90318000,Size,50MM (RAKSHA)
UPVC FLO BALL VALVES 40MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC FLO BALL VALVES,Item Attribute,6.0,7,90318000,Size,40MM (DUTRON)
UPVC FLO BALL VALVES 40MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC FLO BALL VALVES,Item Attribute,6.0,7,90318000,Size,40MM (UPREME)
UPVC FLO BALL VALVES 40MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC FLO BALL VALVES,Item Attribute,6.0,7,90318000,Size,40MM (ASTRAL)
UPVC FLO BALL VALVES 40MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC FLO BALL VALVES,Item Attribute,6.0,7,90318000,Size,40MM (HIRVAD)
UPVC FLO BALL VALVES 40MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC FLO BALL VALVES,Item Attribute,6.0,7,90318000,Size,40MM (RAKSHA)
UPVC FLO BALL VALVES 32MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC FLO BALL VALVES,Item Attribute,6.0,7,90318000,Size,32MM (DUTRON)
UPVC FLO BALL VALVES 32MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC FLO BALL VALVES,Item Attribute,6.0,7,90318000,Size,32MM (UPREME)
UPVC FLO BALL VALVES 32MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC FLO BALL VALVES,Item Attribute,6.0,7,90318000,Size,32MM (ASTRAL)
UPVC FLO BALL VALVES 32MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC FLO BALL VALVES,Item Attribute,6.0,7,90318000,Size,32MM (HIRVAD)
UPVC FLO BALL VALVES 32MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC FLO BALL VALVES,Item Attribute,6.0,7,90318000,Size,32MM (RAKSHA)
UPVC FLO BALL VALVES 25MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC FLO BALL VALVES,Item Attribute,6.0,7,90318000,Size,25MM (DUTRON)
UPVC FLO BALL VALVES 25MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC FLO BALL VALVES,Item Attribute,6.0,7,90318000,Size,25MM (UPREME)
UPVC FLO BALL VALVES 25MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC FLO BALL VALVES,Item Attribute,6.0,7,90318000,Size,25MM (ASTRAL)
UPVC FLO BALL VALVES 25MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC FLO BALL VALVES,Item Attribute,6.0,7,90318000,Size,25MM (HIRVAD)
UPVC FLO BALL VALVES 25MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC FLO BALL VALVES,Item Attribute,6.0,7,90318000,Size,25MM (RAKSHA)
UPVC FLO BALL VALVES 20MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC FLO BALL VALVES,Item Attribute,6.0,7,90318000,Size,20MM (DUTRON)
UPVC FLO BALL VALVES 20MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC FLO BALL VALVES,Item Attribute,6.0,7,90318000,Size,20MM (UPREME)
UPVC FLO BALL VALVES 20MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC FLO BALL VALVES,Item Attribute,6.0,7,90318000,Size,20MM (ASTRAL)
UPVC FLO BALL VALVES 20MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC FLO BALL VALVES,Item Attribute,6.0,7,90318000,Size,20MM (HIRVAD)
UPVC FLO BALL VALVES 20MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC FLO BALL VALVES,Item Attribute,6.0,7,90318000,Size,20MM (RAKSHA)
UPVC FLO BALL VALVES 15MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC FLO BALL VALVES,Item Attribute,6.0,7,90318000,Size,15MM (DUTRON)
UPVC FLO BALL VALVES 15MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC FLO BALL VALVES,Item Attribute,6.0,7,90318000,Size,15MM (UPREME)
UPVC FLO BALL VALVES 15MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC FLO BALL VALVES,Item Attribute,6.0,7,90318000,Size,15MM (ASTRAL)
UPVC FLO BALL VALVES 15MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC FLO BALL VALVES,Item Attribute,6.0,7,90318000,Size,15MM (HIRVAD)
UPVC FLO BALL VALVES 15MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC FLO BALL VALVES,Item Attribute,6.0,7,90318000,Size,15MM (RAKSHA)
UPVC UNION 50MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC UNION,Item Attribute,6.0,7,90318000,Size,50MM (DUTRON)
UPVC UNION 50MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC UNION,Item Attribute,6.0,7,90318000,Size,50MM (UPREME)
UPVC UNION 50MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC UNION,Item Attribute,6.0,7,90318000,Size,50MM (ASTRAL)
UPVC UNION 50MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC UNION,Item Attribute,6.0,7,90318000,Size,50MM (HIRVAD)
UPVC UNION 50MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC UNION,Item Attribute,6.0,7,90318000,Size,50MM (RAKSHA)
UPVC UNION 40MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC UNION,Item Attribute,6.0,7,90318000,Size,40MM (DUTRON)
UPVC UNION 40MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC UNION,Item Attribute,6.0,7,90318000,Size,40MM (UPREME)
UPVC UNION 40MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC UNION,Item Attribute,6.0,7,90318000,Size,40MM (ASTRAL)
UPVC UNION 40MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC UNION,Item Attribute,6.0,7,90318000,Size,40MM (HIRVAD)
UPVC UNION 40MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC UNION,Item Attribute,6.0,7,90318000,Size,40MM (RAKSHA)
UPVC UNION 32MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC UNION,Item Attribute,6.0,7,90318000,Size,32MM (DUTRON)
UPVC UNION 32MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC UNION,Item Attribute,6.0,7,90318000,Size,32MM (UPREME)
UPVC UNION 32MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC UNION,Item Attribute,6.0,7,90318000,Size,32MM (ASTRAL)
UPVC UNION 32MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC UNION,Item Attribute,6.0,7,90318000,Size,32MM (HIRVAD)
UPVC UNION 32MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC UNION,Item Attribute,6.0,7,90318000,Size,32MM (RAKSHA)
UPVC UNION 25MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC UNION,Item Attribute,6.0,7,90318000,Size,25MM (DUTRON)
UPVC UNION 25MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC UNION,Item Attribute,6.0,7,90318000,Size,25MM (UPREME)
UPVC UNION 25MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC UNION,Item Attribute,6.0,7,90318000,Size,25MM (ASTRAL)
UPVC UNION 25MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC UNION,Item Attribute,6.0,7,90318000,Size,25MM (HIRVAD)
UPVC UNION 25MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC UNION,Item Attribute,6.0,7,90318000,Size,25MM (RAKSHA)
UPVC UNION 20MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC UNION,Item Attribute,6.0,7,90318000,Size,20MM (DUTRON)
UPVC UNION 20MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC UNION,Item Attribute,6.0,7,90318000,Size,20MM (UPREME)
UPVC UNION 20MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC UNION,Item Attribute,6.0,7,90318000,Size,20MM (ASTRAL)
UPVC UNION 20MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC UNION,Item Attribute,6.0,7,90318000,Size,20MM (HIRVAD)
UPVC UNION 20MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC UNION,Item Attribute,6.0,7,90318000,Size,20MM (RAKSHA)
UPVC UNION 15MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC UNION,Item Attribute,6.0,7,90318000,Size,15MM (DUTRON)
UPVC UNION 15MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC UNION,Item Attribute,6.0,7,90318000,Size,15MM (UPREME)
UPVC UNION 15MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC UNION,Item Attribute,6.0,7,90318000,Size,15MM (ASTRAL)
UPVC UNION 15MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC UNION,Item Attribute,6.0,7,90318000,Size,15MM (HIRVAD)
UPVC UNION 15MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC UNION,Item Attribute,6.0,7,90318000,Size,15MM (RAKSHA)
UPVC REDUCER 65X50MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,65X50MM (DUTRON)
UPVC REDUCER 65X50MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,65X50MM (UPREME)
UPVC REDUCER 65X50MM ASTRAL,PLUMBING,Nos,0,1,0,,ASTRAL,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,65X50MM (ASTRAL)
UPVC REDUCER 65X50MM ASHIRVAD,PLUMBING,Nos,0,1,0,,ASHIRVAD,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,65X50MM (HIRVAD)
UPVC REDUCER 65X50MM RAKSHA,PLUMBING,Nos,0,1,0,,RAKSHA,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,65X50MM (RAKSHA)
UPVC REDUCER 65X40MM DUTRON,PLUMBING,Nos,0,1,0,,DUTRON,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,65X40MM (DUTRON)
UPVC REDUCER 65X40MM SUPREME,PLUMBING,Nos,0,1,0,,SUPREME,,,,UPVC REDUCER,Item Attribute,6.0,7,90318000,Size,65X40MM (UPREME)
